label,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S60,S61,S62,S63,S64,S65,S66,S67,S68,S69,S70,S71,S72,S73,S74,S75,S76,S77,S78,S79,S80,S81,S82,S83,S84,S85,S86,S87,S88,S89,S90,S91,S92,S93
3,0.00,0.72,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.11,-9.63,0.41,43.64,43.41,46.34,0.14,0.08,0.14,0.02,0.01,0.02,0.13,0.09,0.13,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.34,0.48,0.48,0.48,0.48,0.47,0.47,0.47,0.46,0.46,0.46,0.45,0.44,0.05,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.40,-0.19,-0.87,0.46,0.33,0.39,9.65,1627
3,0.01,0.80,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.75,0.20,0.00,0.00,0.00,0.00,0.00,0.00,-0.41,-9.45,1.44,64.67,70.36,67.86,0.49,0.34,0.89,0.05,0.03,0.08,0.22,0.18,0.27,0.16,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.21,0.34,0.48,0.48,0.48,0.48,0.48,0.47,0.47,0.47,0.46,0.46,0.45,0.45,0.23,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.30,0.30,0.30,0.51,-0.27,-0.80,0.27,0.26,0.21,9.65,1627
3,0.00,0.99,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.95,0.04,0.00,0.00,0.00,0.00,0.00,0.00,-0.33,-9.53,1.04,47.50,40.20,50.00,0.10,0.08,0.29,0.01,0.01,0.04,0.11,0.10,0.19,-0.03,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.03,0.33,0.47,0.47,0.47,0.47,0.47,0.46,0.46,0.46,0.45,0.45,0.44,0.44,0.15,0.21,0.21,0.21,0.21,0.21,0.21,0.20,0.20,0.20,0.20,0.20,0.19,0.90,-0.89,-0.90,-0.32,-0.43,0.59,9.61,1627
3,0.00,0.44,0.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,-9.56,0.83,54.44,54.00,64.83,0.20,0.11,0.51,0.02,0.01,0.04,0.13,0.10,0.21,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.34,0.48,0.48,0.48,0.48,0.47,0.47,0.47,0.46,0.46,0.45,0.45,0.44,0.12,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,-0.18,0.27,-0.80,0.41,0.22,0.52,9.62,1627
3,0.00,0.46,0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.03,-9.55,0.95,75.65,50.00,69.64,0.34,0.14,0.42,0.03,0.01,0.04,0.19,0.11,0.19,0.12,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.34,0.48,0.48,0.48,0.48,0.48,0.47,0.47,0.47,0.46,0.46,0.45,0.45,0.11,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.07,0.03,-0.88,0.48,0.18,0.33,9.63,1627
3,0.00,0.49,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,-9.51,1.23,48.95,39.80,46.10,0.18,0.05,0.18,0.02,0.01,0.02,0.13,0.07,0.13,-0.01,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,0.34,0.48,0.48,0.48,0.47,0.47,0.47,0.47,0.46,0.46,0.45,0.45,0.44,0.11,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.21,-0.27,-0.98,-0.05,-0.31,0.42,9.60,1627
3,0.00,0.05,0.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.97,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.33,-9.54,1.00,44.42,41.56,60.31,0.12,0.07,0.24,0.01,0.01,0.03,0.11,0.09,0.17,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,0.34,0.48,0.48,0.48,0.47,0.47,0.47,0.47,0.46,0.46,0.45,0.45,0.44,0.14,0.20,0.20,0.20,0.20,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,-0.89,0.72,-0.93,-0.17,-0.63,0.54,9.61,1627
3,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.44,-9.54,0.95,46.10,49.21,54.72,0.06,0.03,0.09,0.01,0.00,0.01,0.08,0.06,0.10,-0.06,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,0.34,0.48,0.48,0.48,0.48,0.47,0.47,0.47,0.46,0.46,0.45,0.45,0.44,0.03,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,-0.98,0.94,-0.99,0.37,-0.71,-0.20,9.60,1627
3,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.38,-9.54,0.96,36.92,38.63,40.63,0.05,0.03,0.05,0.00,0.00,0.01,0.07,0.06,0.08,-0.09,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.11,-0.11,-0.11,0.34,0.48,0.48,0.48,0.48,0.47,0.47,0.47,0.46,0.46,0.45,0.45,0.44,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,-0.99,0.97,-1.00,0.23,-0.47,-0.15,9.59,1627
3,0.00,0.01,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,-9.54,0.97,57.94,40.21,51.32,0.08,0.04,0.09,0.01,0.00,0.01,0.09,0.06,0.09,-0.07,-0.10,-0.10,-0.10,-0.10,-0.10,-0.10,-0.10,-0.10,-0.10,-0.10,-0.09,-0.09,0.34,0.48,0.48,0.48,0.48,0.47,0.47,0.47,0.46,0.46,0.45,0.45,0.44,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,-0.94,0.92,-0.99,-0.17,-0.48,0.14,9.59,1627
3,0.00,0.12,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,-9.55,0.93,38.98,46.00,42.50,0.10,0.04,0.07,0.01,0.00,0.01,0.10,0.06,0.09,-0.07,-0.10,-0.10,-0.10,-0.10,-0.10,-0.10,-0.10,-0.10,-0.10,-0.09,-0.09,-0.09,0.34,0.48,0.48,0.48,0.48,0.47,0.47,0.47,0.46,0.46,0.45,0.45,0.44,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,-0.81,0.80,-0.99,0.17,-0.03,0.26,9.60,1627
3,0.00,0.86,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.29,-9.54,1.04,51.58,48.75,62.33,0.27,0.12,0.29,0.03,0.01,0.03,0.16,0.10,0.16,0.06,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.34,0.48,0.48,0.48,0.48,0.47,0.47,0.47,0.46,0.46,0.46,0.45,0.44,0.09,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.62,-0.65,-0.94,0.24,-0.24,0.05,9.62,1627
3,0.00,0.91,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.15,-9.58,0.77,46.00,43.64,48.25,0.10,0.06,0.14,0.01,0.01,0.01,0.12,0.09,0.12,-0.01,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,0.34,0.48,0.48,0.48,0.48,0.48,0.47,0.47,0.47,0.46,0.46,0.45,0.44,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.60,-0.52,-0.96,0.47,0.29,0.22,9.62,1627
3,0.00,0.10,0.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.49,-9.53,0.97,57.94,52.78,85.91,0.25,0.21,0.39,0.02,0.02,0.03,0.15,0.15,0.19,0.05,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.34,0.48,0.48,0.48,0.48,0.48,0.48,0.47,0.47,0.46,0.46,0.45,0.45,0.12,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,-0.81,0.69,-0.89,0.58,-0.19,0.43,9.61,1627
3,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,-9.56,0.83,49.43,43.26,61.61,0.09,0.03,0.09,0.01,0.00,0.01,0.09,0.05,0.09,-0.06,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.08,-0.08,0.34,0.48,0.48,0.48,0.48,0.47,0.47,0.47,0.46,0.46,0.45,0.45,0.44,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,-0.94,0.90,-0.99,0.17,-0.63,-0.03,9.60,1627
3,0.00,0.06,0.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,-9.56,0.87,40.42,40.21,58.18,0.07,0.04,0.11,0.01,0.00,0.01,0.08,0.07,0.11,-0.08,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.10,0.34,0.48,0.48,0.48,0.48,0.47,0.47,0.47,0.46,0.46,0.45,0.45,0.44,0.04,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,-0.89,0.84,-0.98,0.48,-0.53,0.06,9.61,1627
3,0.00,0.02,0.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,-9.56,0.90,52.70,43.18,56.47,0.10,0.05,0.11,0.01,0.00,0.01,0.09,0.07,0.10,-0.08,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.10,0.34,0.48,0.48,0.48,0.48,0.47,0.47,0.47,0.46,0.46,0.45,0.45,0.44,0.03,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,-0.89,0.85,-0.99,0.24,-0.48,-0.02,9.60,1627
3,0.00,0.06,0.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,-9.57,0.84,48.50,42.89,51.89,0.08,0.04,0.12,0.01,0.00,0.01,0.09,0.06,0.11,-0.09,-0.13,-0.13,-0.13,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,0.34,0.48,0.48,0.48,0.48,0.47,0.47,0.47,0.46,0.46,0.46,0.45,0.44,0.05,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,-0.82,0.75,-0.98,0.17,-0.46,0.13,9.61,1627
3,0.00,0.13,0.85,0.02,0.00,0.01,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.97,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.50,-9.52,0.89,47.07,46.25,51.89,0.52,0.20,0.39,0.06,0.03,0.05,0.24,0.16,0.22,0.22,0.31,0.31,0.31,0.31,0.31,0.31,0.30,0.30,0.30,0.30,0.29,0.29,0.34,0.49,0.49,0.49,0.48,0.48,0.48,0.48,0.47,0.47,0.46,0.46,0.45,0.22,0.31,0.31,0.31,0.31,0.30,0.30,0.30,0.30,0.29,0.29,0.29,0.28,-0.50,0.57,-0.78,0.36,0.32,0.50,9.64,1627
4,0.23,0.18,0.54,0.04,0.01,0.01,0.00,0.00,0.00,0.00,0.38,0.04,0.14,0.26,0.18,0.00,0.01,0.00,0.00,0.00,0.02,0.01,0.40,0.06,0.22,0.25,0.06,0.01,0.00,0.00,-0.96,-1.13,4.80,44.19,51.08,47.75,2.88,6.04,3.30,0.28,0.46,0.26,0.53,0.68,0.51,0.39,0.56,0.56,0.55,0.55,0.55,0.55,0.54,0.54,0.53,0.53,0.52,0.51,0.41,0.58,0.58,0.58,0.58,0.57,0.57,0.57,0.56,0.56,0.55,0.54,0.54,0.37,0.52,0.52,0.52,0.51,0.51,0.51,0.51,0.50,0.50,0.49,0.49,0.48,0.09,0.02,0.32,0.05,0.36,0.76,9.68,1627
4,0.63,0.16,0.21,0.00,0.01,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.18,0.34,0.32,0.10,0.02,0.00,0.00,0.00,0.00,-4.16,-8.10,1.75,43.41,52.43,43.95,3.38,1.70,2.36,0.28,0.16,0.23,0.53,0.40,0.48,0.40,0.56,0.56,0.56,0.56,0.56,0.55,0.55,0.54,0.54,0.53,0.53,0.52,0.40,0.57,0.57,0.57,0.57,0.56,0.56,0.56,0.55,0.55,0.54,0.54,0.53,0.40,0.56,0.56,0.56,0.56,0.56,0.55,0.55,0.54,0.54,0.53,0.53,0.52,0.68,-0.17,-0.41,-0.10,0.28,0.18,10.46,1627
4,0.00,0.05,0.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.51,-9.53,0.88,57.27,40.21,44.55,0.23,0.08,0.41,0.02,0.01,0.03,0.14,0.09,0.19,0.05,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.34,0.48,0.47,0.47,0.47,0.47,0.47,0.46,0.46,0.46,0.45,0.45,0.44,0.10,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,-0.87,0.89,-0.87,0.45,0.54,0.76,9.60,1627
4,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.58,-9.49,1.19,48.16,33.22,38.63,0.07,0.03,0.08,0.01,0.00,0.01,0.08,0.05,0.08,-0.03,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.04,-0.04,-0.04,-0.04,0.34,0.48,0.48,0.48,0.47,0.47,0.47,0.47,0.46,0.46,0.45,0.45,0.44,0.05,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,-0.99,0.99,-1.00,0.30,0.54,0.59,9.58,1627
4,0.00,0.01,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.55,-9.50,1.16,39.78,37.45,35.47,0.06,0.03,0.07,0.01,0.00,0.01,0.08,0.05,0.08,-0.06,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.08,-0.08,-0.08,-0.08,0.34,0.48,0.48,0.48,0.48,0.47,0.47,0.47,0.46,0.46,0.45,0.45,0.44,0.04,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.05,-0.99,0.99,-1.00,0.55,0.82,0.71,9.58,1627
4,0.00,0.06,0.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.60,-9.36,1.71,44.29,36.23,43.41,0.22,0.10,0.20,0.03,0.01,0.02,0.16,0.11,0.15,0.12,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.34,0.48,0.48,0.48,0.48,0.47,0.47,0.47,0.46,0.46,0.46,0.45,0.44,0.12,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,-0.84,0.87,-0.98,0.24,0.40,0.28,9.55,1627
4,0.00,0.02,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.89,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.61,-9.26,2.11,48.00,36.23,38.98,0.15,0.08,0.21,0.01,0.01,0.02,0.12,0.09,0.14,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.34,0.48,0.47,0.47,0.47,0.47,0.47,0.46,0.46,0.45,0.45,0.44,0.44,0.11,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,-0.95,0.95,-0.99,0.26,0.28,0.77,9.52,1627
4,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.54,-9.29,2.07,35.82,34.91,35.37,0.05,0.03,0.04,0.00,0.00,0.00,0.07,0.05,0.06,-0.05,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,0.33,0.47,0.47,0.47,0.47,0.47,0.46,0.46,0.46,0.45,0.45,0.44,0.44,0.12,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,-0.99,0.99,-1.00,0.13,0.30,0.45,9.53,1627
4,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,-9.28,2.10,45.24,37.17,37.25,0.08,0.03,0.06,0.01,0.00,0.01,0.08,0.05,0.07,-0.04,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,0.34,0.47,0.47,0.47,0.47,0.47,0.46,0.46,0.46,0.45,0.45,0.44,0.44,0.12,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,-0.98,0.98,-1.00,0.06,0.31,0.55,9.53,1627
4,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.37,-9.30,2.05,40.85,45.61,36.98,0.06,0.03,0.05,0.01,0.00,0.00,0.07,0.05,0.07,-0.08,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.10,-0.10,-0.10,0.34,0.47,0.47,0.47,0.47,0.47,0.47,0.46,0.46,0.45,0.45,0.44,0.44,0.12,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,-0.98,0.98,-1.00,0.01,0.15,0.53,9.54,1627
4,0.00,0.01,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.72,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.34,-9.23,2.30,43.81,35.37,41.33,0.10,0.11,0.32,0.01,0.01,0.03,0.10,0.10,0.16,-0.05,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,0.33,0.47,0.47,0.47,0.47,0.46,0.46,0.46,0.45,0.45,0.45,0.44,0.44,0.15,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.20,0.20,-0.91,0.93,-0.98,0.42,0.41,0.92,9.52,1627
4,0.00,0.16,0.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.58,0.00,0.00,0.00,0.00,0.00,0.00,0.21,-9.15,2.55,52.97,37.25,48.75,0.14,0.07,0.16,0.01,0.01,0.01,0.11,0.09,0.12,-0.04,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,0.33,0.47,0.47,0.47,0.47,0.46,0.46,0.46,0.45,0.45,0.45,0.44,0.43,0.16,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,-0.77,0.78,-1.00,0.13,0.39,0.54,9.51,1627
4,0.00,0.02,0.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.76,0.00,0.00,0.00,0.00,0.00,0.00,0.46,-9.13,2.58,48.72,37.31,40.42,0.13,0.08,0.13,0.01,0.01,0.01,0.12,0.10,0.12,0.03,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.33,0.47,0.47,0.47,0.47,0.47,0.46,0.46,0.46,0.45,0.45,0.44,0.44,0.17,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.22,-0.91,0.92,-1.00,0.10,0.48,0.11,9.50,1627
4,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23,-9.10,2.70,40.42,38.63,40.83,0.08,0.05,0.07,0.01,0.00,0.01,0.08,0.07,0.08,-0.09,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.11,-0.11,0.33,0.47,0.47,0.47,0.47,0.46,0.46,0.46,0.45,0.45,0.45,0.44,0.43,0.16,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,-0.91,0.92,-1.00,0.00,0.16,0.53,9.50,1627
4,0.00,0.11,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,-9.08,2.77,44.55,36.04,40.43,0.12,0.06,0.08,0.01,0.01,0.01,0.11,0.07,0.09,-0.07,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,0.33,0.47,0.47,0.47,0.47,0.46,0.46,0.46,0.45,0.45,0.44,0.44,0.43,0.16,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.21,-0.81,0.82,-1.00,0.30,0.62,0.44,9.50,1627
4,0.00,0.18,0.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,-9.09,2.76,48.00,40.00,40.42,0.12,0.06,0.07,0.01,0.01,0.01,0.10,0.09,0.08,-0.12,-0.17,-0.17,-0.17,-0.17,-0.17,-0.17,-0.17,-0.17,-0.16,-0.16,-0.16,-0.16,0.33,0.47,0.47,0.47,0.47,0.46,0.46,0.46,0.46,0.45,0.45,0.44,0.44,0.16,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,-0.70,0.72,-1.00,0.22,0.62,0.14,9.50,1627
4,0.00,0.09,0.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.98,0.00,0.00,0.00,0.00,0.00,0.00,0.14,-9.11,2.71,41.49,39.58,39.39,0.06,0.04,0.08,0.01,0.00,0.01,0.08,0.07,0.08,-0.12,-0.17,-0.17,-0.17,-0.17,-0.17,-0.17,-0.17,-0.17,-0.17,-0.17,-0.16,-0.16,0.33,0.47,0.47,0.47,0.47,0.46,0.46,0.46,0.45,0.45,0.45,0.44,0.43,0.16,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,-0.86,0.87,-1.00,0.25,0.38,0.37,9.50,1627
